OID_,States,AverageAnnualTemperature,Year_Converted
3704,Sikkim,4.8299999,01-01-2004 00:00:00
3705,Sikkim,5.0300002,01-01-2005 00:00:00
3706,Sikkim,5.5100002,01-01-2006 00:00:00
3707,Sikkim,5.4000001,01-01-2007 00:00:00
3708,Sikkim,4.9899998,01-01-2008 00:00:00
3709,Sikkim,5.6599998,01-01-2009 00:00:00
3710,Sikkim,5.6399999,01-01-2010 00:00:00
3711,Sikkim,4.8800001,01-01-2011 00:00:00
3712,Sikkim,4.6900001,01-01-2012 00:00:00
3713,Sikkim,4.7700000,01-01-2013 00:00:00
3714,Sikkim,4.9000001,01-01-2014 00:00:00
3715,Sikkim,4.5799999,01-01-2015 00:00:00
3716,Sikkim,5.0799999,01-01-2016 00:00:00
3717,Sikkim,4.9699998,01-01-2017 00:00:00
3718,Sikkim,4.4899998,01-01-2018 00:00:00
3719,Sikkim,4.7900000,01-01-2019 00:00:00
3720,Sikkim,4.5700002,01-01-2020 00:00:00
3721,Tamil Nadu,26.9300003,01-01-1901 00:00:00
3722,Tamil Nadu,26.9300003,01-01-1902 00:00:00
3723,Tamil Nadu,26.7500000,01-01-1903 00:00:00
3724,Tamil Nadu,26.4799995,01-01-1904 00:00:00
3725,Tamil Nadu,26.8799992,01-01-1905 00:00:00
3726,Tamil Nadu,26.9899998,01-01-1906 00:00:00
3727,Tamil Nadu,26.6800003,01-01-1907 00:00:00
3728,Tamil Nadu,26.6100006,01-01-1908 00:00:00
3729,Tamil Nadu,26.6399994,01-01-1909 00:00:00
3730,Tamil Nadu,26.5900002,01-01-1910 00:00:00
3731,Tamil Nadu,26.9200001,01-01-1911 00:00:00
3732,Tamil Nadu,27.0000000,01-01-1912 00:00:00
3733,Tamil Nadu,26.9099998,01-01-1913 00:00:00
3734,Tamil Nadu,26.8999996,01-01-1914 00:00:00
3735,Tamil Nadu,27.0799999,01-01-1915 00:00:00
3736,Tamil Nadu,26.7299995,01-01-1916 00:00:00
3737,Tamil Nadu,26.3799992,01-01-1917 00:00:00
3738,Tamil Nadu,26.6000004,01-01-1918 00:00:00
3739,Tamil Nadu,27.0499992,01-01-1919 00:00:00
3740,Tamil Nadu,27.1100006,01-01-1920 00:00:00
3741,Tamil Nadu,26.8299999,01-01-1921 00:00:00
3742,Tamil Nadu,26.6700001,01-01-1922 00:00:00
3743,Tamil Nadu,26.6900005,01-01-1923 00:00:00
3744,Tamil Nadu,26.8799992,01-01-1924 00:00:00
3745,Tamil Nadu,26.6100006,01-01-1925 00:00:00
3746,Tamil Nadu,27.0400009,01-01-1926 00:00:00
3747,Tamil Nadu,26.9200001,01-01-1927 00:00:00
3748,Tamil Nadu,27.0499992,01-01-1928 00:00:00
3749,Tamil Nadu,26.7900009,01-01-1929 00:00:00
3750,Tamil Nadu,26.7999992,01-01-1930 00:00:00
3751,Tamil Nadu,27.0200005,01-01-1931 00:00:00
3752,Tamil Nadu,26.5799999,01-01-1932 00:00:00
3753,Tamil Nadu,26.4599991,01-01-1933 00:00:00
3754,Tamil Nadu,26.6599998,01-01-1934 00:00:00
3755,Tamil Nadu,26.8199997,01-01-1935 00:00:00
3756,Tamil Nadu,26.9300003,01-01-1936 00:00:00
3757,Tamil Nadu,26.9400005,01-01-1937 00:00:00
3758,Tamil Nadu,26.8700008,01-01-1938 00:00:00
3759,Tamil Nadu,26.7099991,01-01-1939 00:00:00
3760,Tamil Nadu,26.8799992,01-01-1940 00:00:00
3761,Tamil Nadu,27.2900009,01-01-1941 00:00:00
3762,Tamil Nadu,27.0300007,01-01-1942 00:00:00
3763,Tamil Nadu,26.5200005,01-01-1943 00:00:00
3764,Tamil Nadu,26.8099995,01-01-1944 00:00:00
3765,Tamil Nadu,26.8600006,01-01-1945 00:00:00
3766,Tamil Nadu,26.8199997,01-01-1946 00:00:00
3767,Tamil Nadu,26.8299999,01-01-1947 00:00:00
3768,Tamil Nadu,27.0499992,01-01-1948 00:00:00
3769,Tamil Nadu,26.6800003,01-01-1949 00:00:00
3770,Tamil Nadu,26.7099991,01-01-1950 00:00:00
3771,Tamil Nadu,26.8299999,01-01-1951 00:00:00
3772,Tamil Nadu,27.0300007,01-01-1952 00:00:00
3773,Tamil Nadu,27.0699997,01-01-1953 00:00:00
3774,Tamil Nadu,26.7000008,01-01-1954 00:00:00
3775,Tamil Nadu,26.4799995,01-01-1955 00:00:00
3776,Tamil Nadu,26.4899998,01-01-1956 00:00:00
3777,Tamil Nadu,26.7900009,01-01-1957 00:00:00
3778,Tamil Nadu,27.1200008,01-01-1958 00:00:00
3779,Tamil Nadu,27.0300007,01-01-1959 00:00:00
3780,Tamil Nadu,26.8099995,01-01-1960 00:00:00
3781,Tamil Nadu,26.8099995,01-01-1961 00:00:00
3782,Tamil Nadu,26.7199993,01-01-1962 00:00:00
3783,Tamil Nadu,26.8400002,01-01-1963 00:00:00
3784,Tamil Nadu,27.0799999,01-01-1964 00:00:00
3785,Tamil Nadu,27.0000000,01-01-1965 00:00:00
3786,Tamil Nadu,27.2299995,01-01-1966 00:00:00
3787,Tamil Nadu,26.7700005,01-01-1967 00:00:00
3788,Tamil Nadu,26.8700008,01-01-1968 00:00:00
3789,Tamil Nadu,27.1000004,01-01-1969 00:00:00
3790,Tamil Nadu,26.8500004,01-01-1970 00:00:00
3791,Tamil Nadu,26.5200005,01-01-1971 00:00:00
3792,Tamil Nadu,27.0499992,01-01-1972 00:00:00
3793,Tamil Nadu,27.2800007,01-01-1973 00:00:00
3794,Tamil Nadu,26.8099995,01-01-1974 00:00:00
3795,Tamil Nadu,26.7600002,01-01-1975 00:00:00
3796,Tamil Nadu,26.9599991,01-01-1976 00:00:00
3797,Tamil Nadu,27.1299992,01-01-1977 00:00:00
3798,Tamil Nadu,27.2000008,01-01-1978 00:00:00
3799,Tamil Nadu,27.4799995,01-01-1979 00:00:00
3800,Tamil Nadu,27.5499992,01-01-1980 00:00:00
3801,Tamil Nadu,27.2500000,01-01-1981 00:00:00
3802,Tamil Nadu,27.4099998,01-01-1982 00:00:00
3803,Tamil Nadu,27.6800003,01-01-1983 00:00:00
3804,Tamil Nadu,27.0599995,01-01-1984 00:00:00
3805,Tamil Nadu,27.2800007,01-01-1985 00:00:00
3806,Tamil Nadu,27.4200001,01-01-1986 00:00:00
3807,Tamil Nadu,27.6700001,01-01-1987 00:00:00
3808,Tamil Nadu,27.5499992,01-01-1988 00:00:00
3809,Tamil Nadu,27.1900005,01-01-1989 00:00:00
3810,Tamil Nadu,27.4899998,01-01-1990 00:00:00
3811,Tamil Nadu,27.5200005,01-01-1991 00:00:00
3812,Tamil Nadu,27.2800007,01-01-1992 00:00:00
3813,Tamil Nadu,27.3700008,01-01-1993 00:00:00
3814,Tamil Nadu,27.3999996,01-01-1994 00:00:00
3815,Tamil Nadu,27.5200005,01-01-1995 00:00:00
3816,Tamil Nadu,27.4400005,01-01-1996 00:00:00
3817,Tamil Nadu,27.7099991,01-01-1997 00:00:00
3818,Tamil Nadu,28.0699997,01-01-1998 00:00:00
3819,Tamil Nadu,27.3999996,01-01-1999 00:00:00
3820,Tamil Nadu,27.5000000,01-01-2000 00:00:00
3821,Tamil Nadu,27.6900005,01-01-2001 00:00:00
3822,Tamil Nadu,27.7999992,01-01-2002 00:00:00
3823,Tamil Nadu,27.8500004,01-01-2003 00:00:00
3824,Tamil Nadu,27.4899998,01-01-2004 00:00:00
3825,Tamil Nadu,27.6399994,01-01-2005 00:00:00
3826,Tamil Nadu,27.6499996,01-01-2006 00:00:00
3827,Tamil Nadu,27.6100006,01-01-2007 00:00:00
3828,Tamil Nadu,27.5100002,01-01-2008 00:00:00
3829,Tamil Nadu,27.9099998,01-01-2009 00:00:00
3830,Tamil Nadu,27.8799992,01-01-2010 00:00:00
3831,Tamil Nadu,27.6900005,01-01-2011 00:00:00
3832,Tamil Nadu,27.9300003,01-01-2012 00:00:00
3833,Tamil Nadu,27.7000008,01-01-2013 00:00:00
3834,Tamil Nadu,27.8500004,01-01-2014 00:00:00
3835,Tamil Nadu,27.7999992,01-01-2015 00:00:00
3836,Tamil Nadu,28.1499996,01-01-2016 00:00:00
3837,Tamil Nadu,27.9899998,01-01-2017 00:00:00
3838,Tamil Nadu,27.8199997,01-01-2018 00:00:00
3839,Tamil Nadu,28.1800003,01-01-2019 00:00:00
3840,Tamil Nadu,28.0699997,01-01-2020 00:00:00
3841,Tripura,24.3299999,01-01-1901 00:00:00
3842,Tripura,24.1499996,01-01-1902 00:00:00
3843,Tripura,24.3199997,01-01-1903 00:00:00
3844,Tripura,24.0900002,01-01-1904 00:00:00
3845,Tripura,23.6900005,01-01-1905 00:00:00
3846,Tripura,24.2500000,01-01-1906 00:00:00
3847,Tripura,24.1299992,01-01-1907 00:00:00
3848,Tripura,24.3899994,01-01-1908 00:00:00
3849,Tripura,24.5000000,01-01-1909 00:00:00
3850,Tripura,24.0400009,01-01-1910 00:00:00
3851,Tripura,23.9899998,01-01-1911 00:00:00
3852,Tripura,24.1700001,01-01-1912 00:00:00
3853,Tripura,23.9599991,01-01-1913 00:00:00
3854,Tripura,24.0300007,01-01-1914 00:00:00
3855,Tripura,24.6499996,01-01-1915 00:00:00
3856,Tripura,24.4400005,01-01-1916 00:00:00
3857,Tripura,24.0799999,01-01-1917 00:00:00
3858,Tripura,24.0499992,01-01-1918 00:00:00
3859,Tripura,24.5499992,01-01-1919 00:00:00
3860,Tripura,24.5100002,01-01-1920 00:00:00
3861,Tripura,24.4699993,01-01-1921 00:00:00
3862,Tripura,24.6299992,01-01-1922 00:00:00
3863,Tripura,24.5200005,01-01-1923 00:00:00
3864,Tripura,24.7500000,01-01-1924 00:00:00
3865,Tripura,23.9500008,01-01-1925 00:00:00
3866,Tripura,24.3999996,01-01-1926 00:00:00
3867,Tripura,24.2500000,01-01-1927 00:00:00
3868,Tripura,24.6100006,01-01-1928 00:00:00
3869,Tripura,24.3799992,01-01-1929 00:00:00
3870,Tripura,24.3099995,01-01-1930 00:00:00
3871,Tripura,24.7199993,01-01-1931 00:00:00
3872,Tripura,24.6599998,01-01-1932 00:00:00
3873,Tripura,24.3999996,01-01-1933 00:00:00
3874,Tripura,24.4899998,01-01-1934 00:00:00
3875,Tripura,24.7199993,01-01-1935 00:00:00
3876,Tripura,24.5400009,01-01-1936 00:00:00
3877,Tripura,24.5900002,01-01-1937 00:00:00
3878,Tripura,24.6399994,01-01-1938 00:00:00
3879,Tripura,24.6700001,01-01-1939 00:00:00
3880,Tripura,24.5000000,01-01-1940 00:00:00
3881,Tripura,24.7900009,01-01-1941 00:00:00
3882,Tripura,24.8600006,01-01-1942 00:00:00
3883,Tripura,24.5300007,01-01-1943 00:00:00
3884,Tripura,24.7500000,01-01-1944 00:00:00
3885,Tripura,24.5499992,01-01-1945 00:00:00
3886,Tripura,24.7600002,01-01-1946 00:00:00
3887,Tripura,24.8500004,01-01-1947 00:00:00
3888,Tripura,24.3400002,01-01-1948 00:00:00
3889,Tripura,24.0300007,01-01-1949 00:00:00
3890,Tripura,24.3500004,01-01-1950 00:00:00
3891,Tripura,24.5699997,01-01-1951 00:00:00
3892,Tripura,24.4899998,01-01-1952 00:00:00
3893,Tripura,24.6000004,01-01-1953 00:00:00
3894,Tripura,24.4899998,01-01-1954 00:00:00
3895,Tripura,24.3500004,01-01-1955 00:00:00
3896,Tripura,24.4200001,01-01-1956 00:00:00
3897,Tripura,24.5200005,01-01-1957 00:00:00
3898,Tripura,25.0599995,01-01-1958 00:00:00
3899,Tripura,24.3299999,01-01-1959 00:00:00
3900,Tripura,24.8299999,01-01-1960 00:00:00
3901,Tripura,24.4699993,01-01-1961 00:00:00
3902,Tripura,24.4599991,01-01-1962 00:00:00
3903,Tripura,24.5400009,01-01-1963 00:00:00
3904,Tripura,24.6499996,01-01-1964 00:00:00
3905,Tripura,24.3799992,01-01-1965 00:00:00
3906,Tripura,24.7700005,01-01-1966 00:00:00
3907,Tripura,24.2800007,01-01-1967 00:00:00
3908,Tripura,24.3199997,01-01-1968 00:00:00
3909,Tripura,24.6399994,01-01-1969 00:00:00
3910,Tripura,24.5000000,01-01-1970 00:00:00
3911,Tripura,24.0100002,01-01-1971 00:00:00
3912,Tripura,24.4099998,01-01-1972 00:00:00
3913,Tripura,24.6000004,01-01-1973 00:00:00
3914,Tripura,24.2399998,01-01-1974 00:00:00
3915,Tripura,24.4200001,01-01-1975 00:00:00
3916,Tripura,24.4699993,01-01-1976 00:00:00
3917,Tripura,24.1900005,01-01-1977 00:00:00
3918,Tripura,24.3600006,01-01-1978 00:00:00
3919,Tripura,24.9899998,01-01-1979 00:00:00
3920,Tripura,24.6399994,01-01-1980 00:00:00
3921,Tripura,24.3600006,01-01-1981 00:00:00
3922,Tripura,24.4099998,01-01-1982 00:00:00
3923,Tripura,24.4400005,01-01-1983 00:00:00
3924,Tripura,24.5000000,01-01-1984 00:00:00
3925,Tripura,24.7099991,01-01-1985 00:00:00
3926,Tripura,24.6900005,01-01-1986 00:00:00
3927,Tripura,25.0100002,01-01-1987 00:00:00
3928,Tripura,25.0699997,01-01-1988 00:00:00
3929,Tripura,24.6399994,01-01-1989 00:00:00
3930,Tripura,24.7399998,01-01-1990 00:00:00
3931,Tripura,24.2500000,01-01-1991 00:00:00
3932,Tripura,24.1700001,01-01-1992 00:00:00
3933,Tripura,24.1399994,01-01-1993 00:00:00
3934,Tripura,24.5699997,01-01-1994 00:00:00
3935,Tripura,24.8500004,01-01-1995 00:00:00
3936,Tripura,24.7900009,01-01-1996 00:00:00
3937,Tripura,24.3500004,01-01-1997 00:00:00
3938,Tripura,25.0699997,01-01-1998 00:00:00
3939,Tripura,25.2099991,01-01-1999 00:00:00
3940,Tripura,24.3500004,01-01-2000 00:00:00
3941,Tripura,25.1399994,01-01-2001 00:00:00
3942,Tripura,24.8600006,01-01-2002 00:00:00
3943,Tripura,24.7999992,01-01-2003 00:00:00
3944,Tripura,24.8400002,01-01-2004 00:00:00
3945,Tripura,25.1100006,01-01-2005 00:00:00
3946,Tripura,25.3999996,01-01-2006 00:00:00
3947,Tripura,25.0200005,01-01-2007 00:00:00
3948,Tripura,24.8700008,01-01-2008 00:00:00
3949,Tripura,25.6000004,01-01-2009 00:00:00
3950,Tripura,25.4599991,01-01-2010 00:00:00
3951,Tripura,24.9799995,01-01-2011 00:00:00
3952,Tripura,24.3999996,01-01-2012 00:00:00
3953,Tripura,24.2999992,01-01-2013 00:00:00
3954,Tripura,24.6800003,01-01-2014 00:00:00
3955,Tripura,24.4400005,01-01-2015 00:00:00
3956,Tripura,24.9400005,01-01-2016 00:00:00
3957,Tripura,24.7000008,01-01-2017 00:00:00
3958,Tripura,24.2999992,01-01-2018 00:00:00
3959,Tripura,24.7199993,01-01-2019 00:00:00
3960,Tripura,24.5100002,01-01-2020 00:00:00
3961,Uttar Pradesh,25.4699993,01-01-1901 00:00:00
3962,Uttar Pradesh,25.6700001,01-01-1902 00:00:00
3963,Uttar Pradesh,25.1599998,01-01-1903 00:00:00
3964,Uttar Pradesh,25.1100006,01-01-1904 00:00:00
3965,Uttar Pradesh,24.8999996,01-01-1905 00:00:00
3966,Uttar Pradesh,25.1599998,01-01-1906 00:00:00
3967,Uttar Pradesh,25.0200005,01-01-1907 00:00:00
3968,Uttar Pradesh,25.2600002,01-01-1908 00:00:00
3969,Uttar Pradesh,24.9500008,01-01-1909 00:00:00
3970,Uttar Pradesh,24.8500004,01-01-1910 00:00:00
3971,Uttar Pradesh,25.1900005,01-01-1911 00:00:00
3972,Uttar Pradesh,25.2199993,01-01-1912 00:00:00
3973,Uttar Pradesh,24.8899994,01-01-1913 00:00:00
3974,Uttar Pradesh,25.1100006,01-01-1914 00:00:00
3975,Uttar Pradesh,25.6200008,01-01-1915 00:00:00
3976,Uttar Pradesh,25.1499996,01-01-1916 00:00:00
3977,Uttar Pradesh,24.2600002,01-01-1917 00:00:00
3978,Uttar Pradesh,25.1499996,01-01-1918 00:00:00
3979,Uttar Pradesh,24.8899994,01-01-1919 00:00:00
3980,Uttar Pradesh,25.2600002,01-01-1920 00:00:00
3981,Uttar Pradesh,25.8299999,01-01-1921 00:00:00
3982,Uttar Pradesh,25.2700005,01-01-1922 00:00:00
3983,Uttar Pradesh,25.3999996,01-01-1923 00:00:00
3984,Uttar Pradesh,25.4099998,01-01-1924 00:00:00
3985,Uttar Pradesh,24.8299999,01-01-1925 00:00:00
3986,Uttar Pradesh,24.8199997,01-01-1926 00:00:00
3987,Uttar Pradesh,24.8400002,01-01-1927 00:00:00
3988,Uttar Pradesh,25.4799995,01-01-1928 00:00:00
3989,Uttar Pradesh,25.2700005,01-01-1929 00:00:00
3990,Uttar Pradesh,25.1000004,01-01-1930 00:00:00
3991,Uttar Pradesh,25.4799995,01-01-1931 00:00:00
3992,Uttar Pradesh,25.4799995,01-01-1932 00:00:00
3993,Uttar Pradesh,24.6000004,01-01-1933 00:00:00
3994,Uttar Pradesh,24.9699993,01-01-1934 00:00:00
3995,Uttar Pradesh,24.9599991,01-01-1935 00:00:00
3996,Uttar Pradesh,24.8199997,01-01-1936 00:00:00
3997,Uttar Pradesh,24.7600002,01-01-1937 00:00:00
3998,Uttar Pradesh,25.2399998,01-01-1938 00:00:00
3999,Uttar Pradesh,25.2099991,01-01-1939 00:00:00
4000,Uttar Pradesh,25.1700001,01-01-1940 00:00:00
4001,Uttar Pradesh,26.1299992,01-01-1941 00:00:00
4002,Uttar Pradesh,25.5499992,01-01-1942 00:00:00
4003,Uttar Pradesh,25.4099998,01-01-1943 00:00:00
4004,Uttar Pradesh,25.2000008,01-01-1944 00:00:00
4005,Uttar Pradesh,24.8999996,01-01-1945 00:00:00
4006,Uttar Pradesh,25.5499992,01-01-1946 00:00:00
4007,Uttar Pradesh,25.7199993,01-01-1947 00:00:00
4008,Uttar Pradesh,25.4699993,01-01-1948 00:00:00
4009,Uttar Pradesh,25.5200005,01-01-1949 00:00:00
4010,Uttar Pradesh,24.9200001,01-01-1950 00:00:00
4011,Uttar Pradesh,25.5599995,01-01-1951 00:00:00
4012,Uttar Pradesh,25.7500000,01-01-1952 00:00:00
4013,Uttar Pradesh,26.0200005,01-01-1953 00:00:00
4014,Uttar Pradesh,25.5300007,01-01-1954 00:00:00
4015,Uttar Pradesh,25.1800003,01-01-1955 00:00:00
4016,Uttar Pradesh,25.2600002,01-01-1956 00:00:00
4017,Uttar Pradesh,25.1299992,01-01-1957 00:00:00
4018,Uttar Pradesh,25.9699993,01-01-1958 00:00:00
4019,Uttar Pradesh,25.5200005,01-01-1959 00:00:00
4020,Uttar Pradesh,25.4500008,01-01-1960 00:00:00
4021,Uttar Pradesh,24.9300003,01-01-1961 00:00:00
4022,Uttar Pradesh,25.2000008,01-01-1962 00:00:00
4023,Uttar Pradesh,25.2000008,01-01-1963 00:00:00
4024,Uttar Pradesh,25.3299999,01-01-1964 00:00:00
4025,Uttar Pradesh,25.3400002,01-01-1965 00:00:00
4026,Uttar Pradesh,25.7099991,01-01-1966 00:00:00
4027,Uttar Pradesh,25.1700001,01-01-1967 00:00:00
4028,Uttar Pradesh,25.0300007,01-01-1968 00:00:00
4029,Uttar Pradesh,25.7099991,01-01-1969 00:00:00
4030,Uttar Pradesh,25.4099998,01-01-1970 00:00:00
4031,Uttar Pradesh,24.6599998,01-01-1971 00:00:00
4032,Uttar Pradesh,25.2999992,01-01-1972 00:00:00
4033,Uttar Pradesh,25.4599991,01-01-1973 00:00:00
4034,Uttar Pradesh,25.3500004,01-01-1974 00:00:00
4035,Uttar Pradesh,25.0000000,01-01-1975 00:00:00
4036,Uttar Pradesh,25.2700005,01-01-1976 00:00:00
4037,Uttar Pradesh,25.3099995,01-01-1977 00:00:00
4038,Uttar Pradesh,25.0300007,01-01-1978 00:00:00
4039,Uttar Pradesh,25.6200008,01-01-1979 00:00:00
4040,Uttar Pradesh,25.7099991,01-01-1980 00:00:00
4041,Uttar Pradesh,25.2999992,01-01-1981 00:00:00
4042,Uttar Pradesh,25.1100006,01-01-1982 00:00:00
4043,Uttar Pradesh,24.7600002,01-01-1983 00:00:00
4044,Uttar Pradesh,25.3299999,01-01-1984 00:00:00
4045,Uttar Pradesh,25.6599998,01-01-1985 00:00:00
4046,Uttar Pradesh,25.0499992,01-01-1986 00:00:00
4047,Uttar Pradesh,25.7199993,01-01-1987 00:00:00
4048,Uttar Pradesh,25.7900009,01-01-1988 00:00:00
4049,Uttar Pradesh,25.0599995,01-01-1989 00:00:00
4050,Uttar Pradesh,25.2299995,01-01-1990 00:00:00
4051,Uttar Pradesh,25.3899994,01-01-1991 00:00:00
4052,Uttar Pradesh,25.2500000,01-01-1992 00:00:00
4053,Uttar Pradesh,25.5499992,01-01-1993 00:00:00
4054,Uttar Pradesh,25.5100002,01-01-1994 00:00:00
4055,Uttar Pradesh,25.5799999,01-01-1995 00:00:00
4056,Uttar Pradesh,25.7399998,01-01-1996 00:00:00
4057,Uttar Pradesh,24.7900009,01-01-1997 00:00:00
4058,Uttar Pradesh,25.7399998,01-01-1998 00:00:00
4059,Uttar Pradesh,26.0100002,01-01-1999 00:00:00
4060,Uttar Pradesh,25.8700008,01-01-2000 00:00:00
4061,Uttar Pradesh,25.9300003,01-01-2001 00:00:00
4062,Uttar Pradesh,26.2399998,01-01-2002 00:00:00
4063,Uttar Pradesh,25.8700008,01-01-2003 00:00:00
4064,Uttar Pradesh,26.2099991,01-01-2004 00:00:00
4065,Uttar Pradesh,25.8099995,01-01-2005 00:00:00
4066,Uttar Pradesh,26.2000008,01-01-2006 00:00:00
4067,Uttar Pradesh,26.0799999,01-01-2007 00:00:00
4068,Uttar Pradesh,25.8099995,01-01-2008 00:00:00
4069,Uttar Pradesh,26.5900002,01-01-2009 00:00:00
4070,Uttar Pradesh,26.6299992,01-01-2010 00:00:00
4071,Uttar Pradesh,25.8500004,01-01-2011 00:00:00
4072,Uttar Pradesh,25.8500004,01-01-2012 00:00:00
4073,Uttar Pradesh,25.6200008,01-01-2013 00:00:00
4074,Uttar Pradesh,25.6499996,01-01-2014 00:00:00
4075,Uttar Pradesh,25.8500004,01-01-2015 00:00:00
4076,Uttar Pradesh,26.5599995,01-01-2016 00:00:00
4077,Uttar Pradesh,26.2600002,01-01-2017 00:00:00
4078,Uttar Pradesh,26.1200008,01-01-2018 00:00:00
4079,Uttar Pradesh,25.7399998,01-01-2019 00:00:00
4080,Uttar Pradesh,25.6200008,01-01-2020 00:00:00
4081,Uttaranchal,13.8800001,01-01-1901 00:00:00
4082,Uttaranchal,14.1099997,01-01-1902 00:00:00
4083,Uttaranchal,13.5799999,01-01-1903 00:00:00
4084,Uttaranchal,13.5900002,01-01-1904 00:00:00
4085,Uttaranchal,13.2200003,01-01-1905 00:00:00
4086,Uttaranchal,13.5799999,01-01-1906 00:00:00
4087,Uttaranchal,13.3699999,01-01-1907 00:00:00
4088,Uttaranchal,13.6300001,01-01-1908 00:00:00
4089,Uttaranchal,13.1999998,01-01-1909 00:00:00
4090,Uttaranchal,13.2600002,01-01-1910 00:00:00
4091,Uttaranchal,13.5799999,01-01-1911 00:00:00
4092,Uttaranchal,13.5600004,01-01-1912 00:00:00
4093,Uttaranchal,13.2100000,01-01-1913 00:00:00
4094,Uttaranchal,13.4399996,01-01-1914 00:00:00
4095,Uttaranchal,13.9899998,01-01-1915 00:00:00
4096,Uttaranchal,13.5900002,01-01-1916 00:00:00
4097,Uttaranchal,12.6099997,01-01-1917 00:00:00
4098,Uttaranchal,13.5500002,01-01-1918 00:00:00
4099,Uttaranchal,13.2100000,01-01-1919 00:00:00
4100,Uttaranchal,13.3900003,01-01-1920 00:00:00
4101,Uttaranchal,14.2600002,01-01-1921 00:00:00
4102,Uttaranchal,13.7600002,01-01-1922 00:00:00
4103,Uttaranchal,13.6300001,01-01-1923 00:00:00
4104,Uttaranchal,13.5900002,01-01-1924 00:00:00
4105,Uttaranchal,13.2799997,01-01-1925 00:00:00
4106,Uttaranchal,13.0799999,01-01-1926 00:00:00
4107,Uttaranchal,13.1599998,01-01-1927 00:00:00
4108,Uttaranchal,13.9700003,01-01-1928 00:00:00
4109,Uttaranchal,13.6899996,01-01-1929 00:00:00
4110,Uttaranchal,13.3699999,01-01-1930 00:00:00
4111,Uttaranchal,13.8000002,01-01-1931 00:00:00
4112,Uttaranchal,13.9499998,01-01-1932 00:00:00
4113,Uttaranchal,13.0100002,01-01-1933 00:00:00
4114,Uttaranchal,13.5200005,01-01-1934 00:00:00
4115,Uttaranchal,13.2500000,01-01-1935 00:00:00
4116,Uttaranchal,13.2900000,01-01-1936 00:00:00
4117,Uttaranchal,13.1999998,01-01-1937 00:00:00
4118,Uttaranchal,13.6199999,01-01-1938 00:00:00
4119,Uttaranchal,13.5699997,01-01-1939 00:00:00
4120,Uttaranchal,13.5799999,01-01-1940 00:00:00
4121,Uttaranchal,14.6300001,01-01-1941 00:00:00
4122,Uttaranchal,13.8999996,01-01-1942 00:00:00
4123,Uttaranchal,13.8500004,01-01-1943 00:00:00
4124,Uttaranchal,13.5600004,01-01-1944 00:00:00
4125,Uttaranchal,13.2799997,01-01-1945 00:00:00
4126,Uttaranchal,14.2299995,01-01-1946 00:00:00
4127,Uttaranchal,14.1700001,01-01-1947 00:00:00
4128,Uttaranchal,13.7500000,01-01-1948 00:00:00
4129,Uttaranchal,14.0100002,01-01-1949 00:00:00
4130,Uttaranchal,13.1499996,01-01-1950 00:00:00
4131,Uttaranchal,13.8699999,01-01-1951 00:00:00
4132,Uttaranchal,14.0900002,01-01-1952 00:00:00
4133,Uttaranchal,14.4799995,01-01-1953 00:00:00
4134,Uttaranchal,13.8999996,01-01-1954 00:00:00
4135,Uttaranchal,13.5299997,01-01-1955 00:00:00
4136,Uttaranchal,13.7200003,01-01-1956 00:00:00
4137,Uttaranchal,13.1899996,01-01-1957 00:00:00
4138,Uttaranchal,14.2600002,01-01-1958 00:00:00
4139,Uttaranchal,13.8500004,01-01-1959 00:00:00
4140,Uttaranchal,13.8299999,01-01-1960 00:00:00
4141,Uttaranchal,13.5200005,01-01-1961 00:00:00
4142,Uttaranchal,13.8500004,01-01-1962 00:00:00
4143,Uttaranchal,13.9200001,01-01-1963 00:00:00
4144,Uttaranchal,13.6899996,01-01-1964 00:00:00
4145,Uttaranchal,13.7500000,01-01-1965 00:00:00
4146,Uttaranchal,13.8400002,01-01-1966 00:00:00
4147,Uttaranchal,13.4499998,01-01-1967 00:00:00
4148,Uttaranchal,13.3400002,01-01-1968 00:00:00
4149,Uttaranchal,14.1599998,01-01-1969 00:00:00
4150,Uttaranchal,13.9899998,01-01-1970 00:00:00
4151,Uttaranchal,13.5100002,01-01-1971 00:00:00
4152,Uttaranchal,13.7600002,01-01-1972 00:00:00
4153,Uttaranchal,13.8299999,01-01-1973 00:00:00
4154,Uttaranchal,13.5900002,01-01-1974 00:00:00
4155,Uttaranchal,13.1099997,01-01-1975 00:00:00
4156,Uttaranchal,13.4099998,01-01-1976 00:00:00
4157,Uttaranchal,13.6400003,01-01-1977 00:00:00
4158,Uttaranchal,13.3699999,01-01-1978 00:00:00
4159,Uttaranchal,13.6000004,01-01-1979 00:00:00
4160,Uttaranchal,13.9700003,01-01-1980 00:00:00
4161,Uttaranchal,13.5600004,01-01-1981 00:00:00
4162,Uttaranchal,13.1800003,01-01-1982 00:00:00
4163,Uttaranchal,12.8100004,01-01-1983 00:00:00
4164,Uttaranchal,13.6999998,01-01-1984 00:00:00
4165,Uttaranchal,13.9499998,01-01-1985 00:00:00
4166,Uttaranchal,13.0799999,01-01-1986 00:00:00
4167,Uttaranchal,13.8900003,01-01-1987 00:00:00
4168,Uttaranchal,14.0799999,01-01-1988 00:00:00
4169,Uttaranchal,13.0500002,01-01-1989 00:00:00
